"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","Accession","Protein","Gene","B73_sum","Mo17_sum","H_sum","acs_sum"
469667.0548,844272.3473,1262520.096,996700.7092,845103.9659,2071320.846,1926212.644,2598351.646,447378.9498,1735804.297,1810285.474,2755427.621,325293.8969,1155937.632,1313767.781,1930033.832,"Zm00001d012267_T001","NPL4-like protein 1","Zm00001d012267",3573160.2073,7440989.1019,6748896.3418,4725033.1419
76278.92577,179639.2968,260779.8525,190455.8771,173868.6082,461265.9478,406990.089,445353.0148,87523.15847,337706.6398,302510.3355,391250.8623,74424.54246,209591.2657,231770.1014,282460.6883,"Zm00001d038835_T002"," rbcl rna s1-binding domain protein2","Zm00001d038835",707153.95217,1487477.6598,1118990.99607,798246.59786
277226.5781,519992.9042,706891.0016,578864.3506,532553.7575,1153937.096,1094977.294,1418925.816,262515.1531,1003393.328,1014792.42,1374160.71,214183.8945,592805.9343,681956.6875,866342.1911,"Zm00001d004676_T002","ARM repeat superfamily protein","Zm00001d004676",2082974.8345,4200393.9635,3654861.6111,2355288.7074
1729339.476,3511535.916,5937043.295,4232270.395,2180336.827,5608920.28,5528059.867,8410386.308,1541879.688,6264274.738,7049980.478,11223038.14,1191944.142,3763445.155,5045962.336,6605713.115,"Zm00001d032422_T004","Dormancy-associated protein 1","Zm00001d032422",15410189.082,21727703.282,26079173.044,16607064.748
1707608.714,4650812.523,6875830.584,4953414.441,1930932.147,5997178.502,5392993.731,7430626.229,1202040.925,6386694.074,7389342.877,10608222.71,727548.7657,3773257.917,4934158.293,7440294.239,"Zm00001d006630_T001","Chalcone isomerase  ","Zm00001d006630",18187666.262,20751730.609,25586300.586,16875259.2147
1973463.809,3571025.239,6005100.135,4726711.137,3450583.674,8607936.941,9215634.383,13502929.77,1910334.387,6779449.34,8781981.848,13887466.06,1545672.173,4051757.073,5554650.192,8087297.793,"Zm00001d045315_T002","Proteasome subunit beta type  ","Zm00001d045315",16276300.32,34777084.768,31359231.635,19239377.231
1999735.388,5230512.383,8204597.346,5829892.017,4261841.893,15415152.96,14198689.57,17750513.52,1697959.131,10902779.03,11538142.34,16376094.67,1063332.575,7543381.013,9827138.117,13297796.59,"Zm00001d038047_T001","Heavy metal transport/detoxification superfamily protein","Zm00001d038047",21264737.134,51626197.943,40514975.171,31731648.295
399585.6296,769894.7756,1104794.195,770867.8516,539067.9918,1469508.755,1397829.26,1771935.674,318947.0037,1185930.64,1381706.442,1917201.07,266493.4442,894069.0554,1050816.595,1465673.167,"Zm00001d003066_T002","Protein root UVB sensitive 2 chloroplastic","Zm00001d003066",3045142.4518,5178341.6808,4803785.1557,3677052.2616
399973.5526,760520.4226,1152676.479,921652.2093,706047.1319,1829671.44,1770629.461,2420609.216,393765.7468,1595658.738,1647092.921,2389056.41,233653.0621,773393.798,937089.8058,1395263.616,"Zm00001d034108_T002","ZPR1 zinc-finger domain protein","Zm00001d034108",3234822.6635,6726957.2489,6025573.8158,3339400.2819
153146.0313,224684.032,365248.8991,271937.429,227695.8898,485091.6116,489540.1767,613390.7391,149486.2303,464277.4291,434590.9364,619469.8611,102434.0507,300936.3444,332786.18,427141.7995,"Zm00001d022527_T002","Nuclear pore complex protein NUP214","Zm00001d022527",1015016.3914,1815718.4172,1667824.4569,1163298.3746
339177.6001,583260.8699,800721.5608,708522.6269,619958.2417,1448541.238,1556857.957,1691514.326,334777.8693,914401.1752,1047857.139,1442441.78,384579.1186,593259.6052,648732.5096,775414.6647,"Zm00001d002350_T001"," kaurene synthase2","Zm00001d002350",2431682.6577,5316871.7627,3739477.9635,2401985.8981
4764289.715,8502700.209,12672876.25,8800473.455,7241260.287,23504863.39,18383790.68,28935328.6,4087277.475,16367905.54,18598994.92,29203243.24,413040.2234,1519566.249,2120195.506,2856287.163,"Zm00001d044575_T001","alpha/beta-Hydrolases superfamily protein","Zm00001d044575",34740339.629,78065242.957,68257421.175,6909089.1414
450522.6013,679241.489,933087.5057,761649.5048,685080.9621,1316900.625,1266922.699,1870484.901,438067.3669,1175809.705,1231761.171,1845097.136,333231.0463,776876.0485,934192.3837,1347079.057,"Zm00001d015927_T001","L-gulonolactone oxidase 3","Zm00001d015927",2824501.1008,5139389.1871,4690735.3789,3391378.5355
505812.399,781043.1049,947813.2857,709084.2587,921950.4169,1839332.192,1596844.365,2120331.831,574885.1313,1640409.13,1537719.328,1971336.001,370767.3394,863678.9121,871527.3793,1098918.02,"Zm00001d013444_T003","Protein CASP","Zm00001d013444",2943753.0483,6478458.8049,5724349.5903,3204891.6508
353194.6793,607510.5654,805892.6719,616489.014,634883.1222,1179870.744,1061573.014,1439055.532,396022.3859,1288859.274,1165417.826,1500166.038,236244.5821,699187.9811,707317.1619,923780.2716,"Zm00001d030527_T001","SEC1 family transport protein SLY1","Zm00001d030527",2383086.9306,4315382.4122,4350465.5239,2566529.9967
529296.5822,1115195.785,1731754.569,1330563.308,637897.3183,1637921.837,1642890.835,2095768.498,452100.0796,1778723.835,1896818.169,2629821.094,326471.2817,1254944.573,1562856.225,2091757.539,"Zm00001d008634_T001","Probable carboxylesterase 15","Zm00001d008634",4706810.2442,6014478.4883,6757463.1776,5236029.6187
324227.2919,665247.7135,962414.7893,726627.7404,593337.7588,1347456.876,1302218.92,1565822.109,327141.9122,1322079.31,1391699.05,2080420.465,225707.3268,750092.9778,932928.5397,1258621.344,"Zm00001d051688_T001"," fimbrin homolog1","Zm00001d051688",2678517.5351,4808835.6638,5121340.7372,3167350.1883
277584.827,432539.7842,613543.7951,462933.3119,384762.4661,811637.7893,679496.4787,836552.0127,265988.5846,832103.2859,774926.4754,1001774.198,196502.3641,442876.2083,573830.0445,683278.9167,"Zm00001d026079_T001","Probable methyltransferase PMT15","Zm00001d026079",1786601.7182,2712448.7468,2874792.5439,1896487.5336
304389.5066,563249.9998,774661.2815,565398.4424,566441.0776,1169510.257,1066403.062,1297943.553,310431.3572,1028212.437,973412.3719,1276428.116,188968.2852,607718.6721,728041.7881,914091.6565,"Zm00001d032699_T008","Transportin MOS14","Zm00001d032699",2207699.2303,4100297.9496,3588484.2821,2438820.4019
214093.0475,381233.6614,574534.8174,466067.1439,408294.604,901492.4287,888379.4769,1147565.114,220738.796,855654.8208,851687.3756,1130870.778,142637.2065,459464.149,545023.935,681672.165,"Zm00001d017656_T001","Uncharacterized enzyme involved in pigment biosynthesis  ","Zm00001d017656",1635928.6702,3345731.6236,3058951.7704,1828797.4555
420807.389,743641.8071,989757.6502,766972.2528,739909.5887,1466490.566,1299046.034,1710470.404,489540.8295,1525847.916,1324927.764,1750607.146,292707.0791,808559.8514,906762.8762,1116468.269,"Zm00001d011767_T003","DnaJ subfamily C member 7  ","Zm00001d011767",2921179.0991,5215916.5927,5090923.6555,3124498.0757
136188.7366,251788.2757,350898.5553,302746.181,245850.0844,459305.649,482620.6381,588073.7559,162023.1299,459076.1497,464412.6331,622857.5758,102891.2163,271390.9651,332137.7319,428199.8266,"Zm00001d029719_T004","C-terminal binding protein AN","Zm00001d029719",1041621.7486,1775850.1274,1708369.4885,1134619.7399
538283.7296,1124543.319,1465682.629,1240046.381,936526.0661,1958007.302,1874879.39,2025100.554,413043.6095,1522813.555,1475621.566,1649821.33,473977.9588,1559911.091,1796681.599,2095010.248,"Zm00001d002038_T003"," anti-sigma factor antagonist domain of sulfate transporter91","Zm00001d002038",4368556.0586,6794513.3121,5061300.0605,5925580.8968
1467417.839,3473466.857,5652778.379,3311169.199,1844132.925,6579545.587,5655354.301,7509651.461,884383.9866,5641977.082,6297004.553,10012334.92,809884.3918,4216374.832,5141512.864,6169976.875,"Zm00001d021645_T001","Protein LHCP TRANSLOCATION DEFECT","Zm00001d021645",13904832.274,21588684.274,22835700.5416,16337748.9628
1731610.489,3458564.989,5325698.202,3575440.834,3202672.078,9656398.733,8644414.874,10416874.65,1373888.331,6740156.662,7411539.233,10424708.44,923630.4424,4859502.923,5409545.114,7195023.623,"Zm00001d039167_T001","ATP-dependent Clp protease proteolytic subunit  ","Zm00001d039167",14091314.514,31920360.335,25950292.666,18387702.1024
918465.0886,1402311.627,1937127.089,1436957.863,1588774.487,2903329.56,2752131.533,4610779.823,1004938.239,3047505.133,2785779.589,4010125.934,552422.5342,1437724.315,1746103.714,2414346.142,"Zm00001d013934_T001","soluble epoxide hydrolase","Zm00001d013934",5694861.6676,11855015.403,10848348.895,6150596.7052
553128.6742,908694.6856,1193958.495,888618.9159,1817640.984,3743404.569,3281336.381,4136087.072,679088.5744,2129318.631,2077969.538,2606392.396,393588.1783,1165667.679,1192155.891,1562260.096,"Zm00001d018794_T003","Ferredoxin--NADP reductase  ","Zm00001d018794",3544400.7707,12978469.006,7492769.1394,4313671.8443
629654.738,1208807.985,1844358.815,1139148.352,774407.6053,1796313.061,1681552.66,2235465.148,487904.8596,1771984.579,2018702.935,2839752.219,479625.8046,1712148.648,1946239.088,2536452.792,"Zm00001d003846_T001","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein","Zm00001d003846",4821969.89,6487738.4743,7118344.5926,6674466.3326
209110.1546,353849.0212,476304.5584,374638.0232,330494.1431,729866.1081,668594.1673,819173.6428,207613.8583,654568.4543,643095.5299,846161.5951,146176.9858,393144.2211,470062.0352,619194.2084,"Zm00001d027807_T025","Ubiquitin carboxyl-terminal hydrolase-related protein","Zm00001d027807",1413901.7574,2548128.0613,2351439.4376,1628577.4505
1487500.902,2669896.135,4149482.335,2889157.644,3080606.645,7461490.464,7213355.207,8963264.583,1430763.223,5489466.962,5815974.801,8258318.375,952252.9778,3025576.087,3578003.471,5202657.356,"Zm00001d022326_T001","Probable carboxylesterase 18","Zm00001d022326",11196037.016,26718716.899,20994523.361,12758489.8918
6178148.939,14213557.22,21184558.8,14056856.11,14911932.55,55106562.45,51728969.08,73264844.3,5711845.174,37263797.44,44845020.48,65831066.44,2928274.881,16687900.14,20543703.1,27407953.56,"Zm00001d034739_T001","Fumarylacetoacetate (FAA) hydrolase family","Zm00001d034739",55633121.069,195012308.38,153651729.534,67567831.681
699250.1058,1406529.647,2090922.202,1505879.167,1177103.413,2819889.155,2638710.348,3555724.48,707577.4862,2933282.071,2886209.108,3897858.061,343133.4914,1328860.886,1628745.832,2104407.348,"Zm00001d040278_T001","GTP-binding protein SAR1B","Zm00001d040278",5702581.1218,10191427.396,10424926.7262,5405147.5574
4064909.378,9437389.476,11504402.66,8941029.361,8390026.392,22263666.87,21633775.22,23163389.21,4210896.425,16531021.19,17396184.14,18343225.7,2249797.576,13035667.17,14652702.31,17173049.64,"ZemaCp091.1","ndhA","ZemaCp091.1",33947730.875,75450857.692,56481327.455,47111216.696
8740315.053,20643406.95,32541555.12,23145601.19,13432310.79,39412157.74,36476550.14,51421096.4,7915684.001,39774686.73,41260968.45,57757108.22,4307671.27,22690346.76,29779732.68,42091681.18,"Zm00001d035948_T004","ATOZI1%3B ATOZI1 isoform 1%3B ATOZI1 isoform 2%3B ATOZI1 isoform 3  ","Zm00001d035948",85070878.313,140742115.07,146708447.401,98869431.89
189584.2883,351951.9261,474779.718,408630.7216,333163.9887,817209.2538,776671.5689,1063589.944,219432.0045,714711.1705,769792.7141,1057985.745,133354.3373,396946.2471,485601.0647,650554.9802,"Zm00001d054049_T001","B6TK60]","Zm00001d054049",1424946.654,2990634.7554,2761921.6341,1666456.6293
1691095.789,3913285.926,7009793.176,6200781.443,2304595.106,6608092.107,6611721.008,9169391.62,1369288.632,5958725.709,7100259.063,11263878.34,938125.7545,4491351.092,6095423.103,9414141.615,"Zm00001d035475_T001","Isovaleryl-CoA dehydrogenase mitochondrial","Zm00001d035475",18814956.334,24693799.841,25692151.744,20939041.5645
652800.2211,781967.249,744591.6993,594868.3549,955625.8196,1267302.238,899227.3381,1101805.79,628192.3615,1203931.958,967087.091,1069701.644,464802.3305,1012358.659,960572.6442,1053320.268,"Zm00001d014149_T001","HSP20-like chaperones superfamily protein","Zm00001d014149",2774227.5243,4223961.1857,3868913.0545,3491053.9017
3783340.052,6802649.315,9199905.862,6229187.808,6809810.231,14882932.85,12895270.74,16452514.94,3556937.326,13306713.07,13388242.41,16663601.46,2331276.394,7371999.962,8241997.816,10206281.27,"Zm00001d047448_T002","Glutathione peroxidase  ","Zm00001d047448",26015083.037,51040528.761,46915494.266,28151555.442
9814883.661,17273198.47,22974030.7,16118610.68,23270534.67,48308653.68,41071057.93,57408319.7,12085764.99,41602503.06,39634164.49,51681272.76,6350083.583,19172405.45,21351139.51,26891892.05,"Zm00001d012103_T001"," aldolase2","Zm00001d012103",66180723.511,170058565.98,145003705.3,73765520.593
299364.6277,668805.5027,1969399.431,1494574.892,521256.3991,1354824.341,2640659.268,3656609.485,394570.397,1253307.802,2565293.115,3787106.169,268332.9093,942094.8564,1712217.893,2404883.085,"Zm00001d031747_T001","Eukaryotic translation initiation factor 6  ","Zm00001d031747",4432144.4534,8173349.4931,8000277.483,5327528.7437
238494.1368,415828.0767,673538.3652,691693.3361,516783.3672,1061941.21,1268183.086,2124326.956,204095.6541,710904.9904,935696.9772,1747989.378,155368.7655,429951.4135,513943.797,877012.9855,"Zm00001d011710_T001","Cytidine deaminase 1","Zm00001d011710",2019553.9148,4971234.6192,3598686.9997,1976276.9615
338219.1837,535452.2982,735646.1221,425448.5388,413123.7086,1276061.417,974312.623,1495871.716,261579.6462,1031334.834,1060599.088,1708225.551,193247.0932,609906.3647,715877.7969,874475.4348,"Zm00001d052399_T001","Long chain acyl-CoA synthetase 8","Zm00001d052399",2034766.1428,4159369.4646,4061739.1192,2393506.6896
289245.6252,451501.1469,650550.7442,566758.6963,352372.3085,820889.5093,826817.7711,1137718.443,249736.9559,768825.7122,856188.4061,1211439.887,179917.0633,529827.4892,590383.8684,820321.4644,"Zm00001d021301_T001"," LON peptidase1","Zm00001d021301",1958056.2126,3137798.0319,3086190.9612,2120449.8853
1199266.748,2072006.108,2971684.199,2161289.509,1086963.944,2697976.706,2279758.291,3284098.466,944210.8277,3493537.1,3282558.536,4545718.122,680391.5049,2410003.454,2421926.577,3128697.935,"Zm00001d051337_T002","Ubiquitin carboxyl-terminal hydrolase 3","Zm00001d051337",8404246.564,9348797.407,12266024.5857,8641019.4709
5778077.875,14248723.45,20822076.24,14167809.96,7841613.149,27642748.56,23895733.24,32990557.33,4775275.38,28459753.16,26352704.96,37869172.99,2767945.108,14918298.89,17345234.27,23862658.23,"Zm00001d024518_T001"," Acyl-CoA-binding protein1","Zm00001d024518",55016687.525,92370652.279,97456906.49,58894136.498
275540.1915,455070.9602,662995.5327,499518.1481,474454.0617,1082574.256,874519.606,1208393.262,283464.7423,936994.4305,883785.115,1226951.657,167143.1758,531971.8554,653529.8518,778136.5372,"Zm00001d054001_T014","Protein arginine N-methyltransferase 1.5","Zm00001d054001",1893124.8325,3639941.1857,3331195.9448,2130781.4202
327925.981,550372.4463,764661.9804,621495.3082,735067.6237,2468845.174,2060176.916,3740959.059,253411.8277,1114993.597,1243650.993,2207117.983,239615.34,639435.8729,730847.8285,1081835.707,"Zm00001d030172_T006","Serine carboxypeptidase-like 19","Zm00001d030172",2264455.7159,9005048.7727,4819174.4007,2691734.7484
1716598.18,2911621.414,3963194.238,3302957.233,2789926.622,6054872.388,5921670.042,7438795.605,1587930.198,5313540.171,5722299.758,8180309.312,1265579.496,3210498.305,4133886.578,5431275.154,"Zm00001d047500_T001","60S ribosomal protein L22-2  ","Zm00001d047500",11894371.065,22205264.657,20804079.439,14041239.533
1249454.312,2057458.049,2662151.165,2002497.11,2346872.927,4405917.424,3826210.17,5202283.238,1468061.77,3981776.429,3831044.002,4887081.048,885238.5776,2145337.992,2318525.426,3032322.486,"Zm00001d046592_T001","ER membrane protein complex subunit 7 homolog","Zm00001d046592",7971560.636,15781283.759,14167963.249,8381424.4816
183723.6356,326967.2141,460427.4657,365783.219,440491.6669,936419.2515,868522.5573,1040712.666,202775.5793,778770.2493,739228.4026,939037.4393,129733.386,367951.759,431978.4994,583792.9823,"Zm00001d002942_T002","Tubulin-folding cofactor B","Zm00001d002942",1336901.5344,3286146.1417,2659811.6705,1513456.6267
500371.8926,864825.7035,1246653.639,898573.6953,760063.4692,1616321.351,1547210.088,2060886.422,479904.9686,1494081.279,1452359.016,1870847.983,347328.1725,916194.0769,1061520.156,1317585.319,"Zm00001d048308_T001","Putative thaumatin domain family protein  ","Zm00001d048308",3510424.9304,5984481.3302,5297193.2466,3642627.7244
947593.4608,1349653.655,1687528.643,1189283.723,3001651.53,4933949.156,4004875.082,4947796.65,1480403.966,4222176.965,3767242.381,4050019.136,656018.9921,1591109.975,1737706.678,1858885.122,"Zm00001d024471_T001","protein_coding","Zm00001d024471",5174059.4818,16888272.418,13519842.448,5843720.7671
213820.4978,372061.2323,485383.8278,371831.2193,323954.336,717107.9971,669946.4595,857493.4055,222807.4973,701408.2858,696420.6625,949465.7674,152798.7808,414021.5209,464708.9753,546005.3782,"Zm00001d047804_T001","Putative clathrin assembly protein ","Zm00001d047804",1443096.7772,2568502.1981,2570102.213,1577534.6552
645560.8765,1397643.812,2323282.526,1515678.91,1001405.729,3218652.386,2816131.74,4370034.764,508636.4667,2579524.277,3081438.989,5012588.9,458969.5363,1778712.818,2420280.092,3568168.122,"Zm00001d000227_T001","Pyruvate dehydrogenase E1 component subunit beta  ","Zm00001d000227",5882166.1245,11406224.619,11182188.6327,8226130.5683
548196.1917,749383.778,1139769.66,1276716.798,1070819.336,1801712.85,1841978.584,9869614.042,563159.664,1236304.876,1522855.827,3334032.881,405189.1528,952960.6019,1067275.74,1840191.327,"Zm00001d032618_T001","Secretory protein  ","Zm00001d032618",3714066.4277,14584124.812,6656353.248,4265616.8217
849688.7161,1463267.831,1991647.044,1450164.809,2108659.188,6250413.65,4373618.604,5129771.602,630794.6975,2652018.21,2680290.007,3776897.746,603360.4583,1813716.479,2161938.265,2695530.596,"Zm00001d017540_T001"," geranylgeranyl pyrophosphate synthase4","Zm00001d017540",5754768.4001,17862463.044,9740000.6605,7274545.7983
261828.6085,457353.7582,655909.5033,481391.7869,471600.0958,1118204.08,981043.8675,1386071.536,247469.3959,890920.7742,924499.1238,1219620.239,162847.3621,501116.1546,593782.9891,801191.321,"Zm00001d053698_T001","protein_coding","Zm00001d053698",1856483.6569,3956919.5793,3282509.5329,2058937.8268
599094.1147,1123221.999,1449743.328,1324951.469,556152.2079,1155433.993,1142067.914,1535802.634,404663.0382,1329776.314,1516987.829,1922864.058,358671.4692,967519.5957,1271717.349,1733105.072,"Zm00001d002503_T001","ABC transporter C family member 9","Zm00001d002503",4497010.9107,4389456.7489,5174291.2392,4331013.4859
164104.8596,306542.0616,407048.2927,346034.8141,323468.3455,626087.873,644435.6974,861053.2448,168034.3523,554738.7128,583745.4806,808785.9104,136854.7153,348259.9858,430157.3324,621400.629,"Zm00001d044469_T001","Heterogeneous nuclear ribonucleoprotein A3-like protein 2  ","Zm00001d044469",1223730.028,2455045.1607,2115304.4561,1536672.6625
859080.775,822925.1316,818109.7856,548535.6505,402749.1105,814787.2701,730140.6946,1081322.96,583597.7025,1142638.14,820239.8687,994009.6876,782210.7667,1437025.275,1060594.445,888137.6651,"Zm00001d047447_T002","Phosphoinositide phospholipase C 2","Zm00001d047447",3048651.3427,3029000.0352,3540485.3988,4167968.1518
493710.2546,1055843.054,1316749.816,1056518.14,1263526.174,3028303.21,2713034.922,4013571.635,472320.7017,1987587.873,2376960.593,3231896.24,237532.0703,1137487.493,1230425.545,1668547.999,"Zm00001d016982_T001","Protein NRT1/ PTR FAMILY 6.4","Zm00001d016982",3922821.2646,11018435.941,8068765.4077,4273993.1073
1157312.673,2345591.686,3660051.269,2894891.594,2205168.583,7082257.856,6659874.876,9091588.173,891917.0316,4979765.278,5828047.027,9042842.795,747581.3137,2866746.591,3502057.436,4919985.154,"Zm00001d032804_T001","Inosine triphosphate pyrophosphatase  ","Zm00001d032804",10057847.222,25038889.488,20742572.1316,12036370.4947
246949.0995,447799.6337,638956.6288,414819.7178,402932.6867,943513.2832,920815.0735,1218661.936,224967.7617,723665.9415,837175.2078,1235083.168,184978.9125,460525.8474,608464.1631,756264.8347,"Zm00001d036563_T001","SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein","Zm00001d036563",1748525.0798,3485922.9794,3020892.079,2010233.7577
2621376.363,4773758.733,6770048.132,4944064.953,3448395.241,6659424.192,6379713.429,8017886.254,2343742.327,7232164.726,7524889.094,8642907.885,1594451.692,5594596.46,6159636.053,7985911.447,"Zm00001d037108_T001","3-oxoacyl-","Zm00001d037108",19109248.181,24505419.116,25743704.032,21334595.652
168721.3016,378702.0197,558379.9904,364769.1759,449562.1682,1062247.511,824717.3711,874582.1171,197558.8175,849021.7253,841266.2343,1090725.028,99962.85703,416298.8435,473080.4743,624928.1539,"Zm00001d014970_T001","protein_coding","Zm00001d014970",1470572.4876,3211109.1674,2978571.8051,1614270.32873
284526.1934,556335.0911,795505.9813,674181.5152,385577.2209,852228.5989,789108.9283,1055081.294,243119.4354,921964.0965,899808.5644,1391447.554,219868.5525,640443.9837,734957.7889,1124045.619,"Zm00001d013706_T001"," thylakoid assembly 9","Zm00001d013706",2310548.781,3081996.0421,3456339.6503,2719315.9441
140894.4718,294446.383,374410.628,270224.2902,143461.4577,483593.3983,457073.2579,602800.548,94986.41094,434442.6487,462031.5086,675211.2706,126019.868,379757.451,381629.0324,474574.0786,"Zm00001d011510_T001","Phosphoglycerate mutase family protein","Zm00001d011510",1079975.773,1686928.6619,1666671.83884,1361980.43
284264.5581,522944.2871,859293.3011,705947.5527,446154.9182,910203.3044,1053020.183,1447223.511,218956.8604,830471.4267,1099480.598,1458894.595,213579.0109,628638.698,791562.8628,1266465.059,"Zm00001d032652_T001","Metal-dependent phosphohydrolase","Zm00001d032652",2372449.699,3856601.9166,3607803.4801,2900245.6307
1056127.241,2228926.252,3344687.357,2684810.489,2161113.866,6496563.116,6230338.72,8933666.371,865656.4373,4701630.766,5293676.626,8464397.436,622897.5902,2330021.089,3039770.7,4050469.723,"Zm00001d021340_T001","protein_coding","Zm00001d021340",9314551.339,23821682.073,19325361.2653,10043159.1022
673313.3925,1583107.298,2494390.707,1760464.146,1409677.757,4338306.528,3950350.533,4785271.578,537715.6547,2915997.918,3194910.182,4817293.275,426319.7534,1831417.593,2429008.906,3312517.323,"Zm00001d002362_T001","Methionine aminopeptidase  ","Zm00001d002362",6511275.5435,14483606.396,11465917.0297,7999263.5754
688285.6665,1487109.146,2346623.919,1799851.719,1204054.078,3878216.765,3536322.122,5284433.896,677496.2577,3011508.028,3505014.143,5487526.102,448014.7979,1777231.232,2432500.584,3281827.071,"Zm00001d037992_T001","ERBB-3 BINDING PROTEIN 1","Zm00001d037992",6321870.4505,13903026.861,12681544.5307,7939573.6849
1180675.771,1261616.638,1197353.126,740666.6764,931141.801,1079810.246,889495.5748,1088608.193,1345609.526,2656855.085,1546303.452,1553365.702,1127644.61,1313765.535,1064075.982,1034622.595,"Zm00001d003016_T001"," phenylalanine ammonia lyase2","Zm00001d003016",4380312.2114,3989055.8148,7102133.765,4540108.722
660304.946,1643823.273,2587374.404,1653802.677,1567713.272,4539600.261,3920746.933,4281475.906,618820.6187,3544605.943,3179134.473,4389562.345,464656.3389,2351031.947,2452137.664,3097313.002,"Zm00001d003894_T004","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","Zm00001d003894",6545305.3,14309536.372,11732123.3797,8365138.9519
269842.6246,299651.7962,356465.0901,415428.2275,319268.9038,498684.3389,634746.7525,757914.2402,299639.4173,479356.659,493628.2551,957230.0395,230258.57,377148.175,537510.8161,790583.1308,"gi_9999005","PromTArt5 Promega trypsin artifact 5 K to R mods (2239.1, 2914)(1987, 2003) (Sus scrofa) ","gi_9999005",1341387.7384,2210614.2354,2229854.3709,1935500.6919
314570.7467,560841.3324,798473.7576,518889.0458,441710.2156,930076.5733,840132.0941,1099941.069,294719.7981,942728.4741,967153.8535,1316024.535,241926.2233,627409.2257,716331.199,952879.1309,"Zm00001d021985_T001","Formin-like protein 6","Zm00001d021985",2192774.8825,3311859.952,3520626.6607,2538545.7789
1472375.231,2643424.363,3427843.809,2380729.282,2260266.316,5319371.404,4488942.763,5944843.774,1414283.676,4635264.682,4610024.756,6352739.71,969894.3954,2933549.289,3316295.563,4009438.656,"Zm00001d016410_T006","RNA-binding (RRM/RBD/RNP motifs) family protein","Zm00001d016410",9924372.685,18013424.257,17012312.824,11229177.9034
205766.3075,443745.1817,720904.5516,583069.2684,429423.8011,1154174.374,1084824.338,1688864.995,230498.7662,991196.1736,1123607.802,1985553.984,189501.2511,538110.3248,814878.6274,1048190.098,"Zm00001d016768_T001","Alkaline/neutral invertase CINV2","Zm00001d016768",1953485.3092,4357287.5081,4330856.7258,2590680.3013
412114.477,773782.8751,1245682.384,1019359.123,586441.1938,1513823.441,1533144.667,2210699.322,321671.509,1206194.134,1322420.91,2289389.764,293166.5187,859913.7567,1287681.918,1818600.415,"Zm00001d048688_T001","UDP-glycosyltransferase 75B1","Zm00001d048688",3450938.8591,5844108.6238,5139676.317,4259362.6084
865871.8682,1450583.927,1912174.692,1422343.526,1188536.208,2517053.344,1911428.712,2307627.969,948068.2938,3221161.264,2722773.977,3753575.46,578690.7219,1617981.997,1706890.532,2082129.663,"Zm00001d042084_T001","Villin-2","Zm00001d042084",5650974.0132,7924646.233,10645578.9948,5985692.9139
370602.7324,482412.3759,593853.6835,469750.5388,552933.7778,898834.0928,789934.1889,889608.1041,517538.1944,1221761.72,1000363.235,1159098.364,264348.0468,579885.1221,540336.561,568755.4812,"Zm00001d013319_T001","Endoglucanase 25","Zm00001d013319",1916619.3306,3131310.1636,3898761.5134,1953325.2111
1069226.767,2604267.849,3690286.482,1994879.438,3289046.488,10111618.57,8016063.263,8626514.789,1030034.391,6005346.837,6601014.378,7380996.39,464787.3007,1926867.581,2389335.586,3464162.055,"Zm00001d028180_T002"," low phytic acid1","Zm00001d028180",9358660.536,30043243.11,21017391.996,8245152.5227
6087795.287,7530431.797,7815839.799,5329283.266,6141902.295,9229497.603,7182851.171,8775494.49,5395382.417,10823640.18,8764010.602,9107386.098,3550853.533,7645050.647,6969523.415,6691823.198,"Zm00001d016697_T001","Germin-like protein subfamily 3 member 2  ","Zm00001d016697",26763350.149,31329745.559,34090419.297,24857250.793
289450.223,608538.1627,884973.3785,675279.2941,572100.5087,1270967.553,1184357.993,1535305.036,353314.567,1163134.414,1215352.786,1681330.159,187353.3328,653545.6328,809836.106,1083404.902,"Zm00001d018512_T001","Ubiquitin carboxyl-terminal hydrolase 2","Zm00001d018512",2458241.0583,4562731.0907,4413131.926,2734139.9736
351807.9214,591219.2303,693754.6825,547042.3553,506785.2487,1089151.065,1003764.817,1251063.552,337105.5807,863870.0893,952779.8353,1183469.737,242779.8552,631579.1361,851626.2392,934052.0019,"Zm00001d051389_T001","Phosphoribosylanthranilate transferase  ","Zm00001d051389",2183824.1895,3850764.6827,3337225.2423,2660037.2324
295570.9068,603648.775,973962.6702,635977.6956,551517.8884,1543925.821,1273154.048,2021972.486,320923.5936,1297269.878,1362581.333,2229619.614,217463.0034,743301.4905,829085.9068,1239116.561,"Zm00001d049416_T001","Polyadenylate-binding protein RBP45C","Zm00001d049416",2509160.0476,5390570.2434,5210394.4186,3028966.9617
401567.6609,735119.0385,982738.694,787519.5313,680121.8533,1465844.083,1332858.056,1723685.635,377099.0392,1622884.577,1441684.715,1983648.42,242384.2252,792747.4439,907717.1925,1187959.291,"Zm00001d028620_T001","Putative clathrin assembly protein ","Zm00001d028620",2906944.9247,5202509.6273,5425316.7512,3130808.1526
